Year,Patient County,PQI Number,PQI Name,"Observed Rate Per 100,000 People","Expected Rate Per 100,000 People"
2009,ROCKLAND,PQI_S02,Prevention Quality All Circulatory Composite,316.58,462.44
2010,ROCKLAND,PQI_S02,Prevention Quality All Circulatory Composite,289.52,423.5
2011,ROCKLAND,PQI_S02,Prevention Quality All Circulatory Composite,304.15,424.49
2012,ROCKLAND,PQI_S02,Prevention Quality All Circulatory Composite,258.72,414.59
2009,ROCKLAND,PQI_S03,Prevention Quality All Respiratory Composite,291.83,382.25
2010,ROCKLAND,PQI_S03,Prevention Quality All Respiratory Composite,267.63,353.76
2011,ROCKLAND,PQI_S03,Prevention Quality All Respiratory Composite,306.02,358.82
2012,ROCKLAND,PQI_S03,Prevention Quality All Respiratory Composite,281.71,347.05
2009,SARATOGA,PQI_01,Diabetes Short-term Complications,29.92,39.05
2010,SARATOGA,PQI_01,Diabetes Short-term Complications,35.53,40.04
2011,SARATOGA,PQI_01,Diabetes Short-term Complications,43.56,42.9
2012,SARATOGA,PQI_01,Diabetes Short-term Complications,32.34,44.55
2009,SARATOGA,PQI_03,Diabetes Long-term Complications,74.03,96.25
2010,SARATOGA,PQI_03,Diabetes Long-term Complications,76.23,96.14
2011,SARATOGA,PQI_03,Diabetes Long-term Complications,76.67,101.2
2012,SARATOGA,PQI_03,Diabetes Long-term Complications,62.92,96.47
2009,SARATOGA,PQI_05,Chronic Obstructive Pulmonary Disease (COPD) or Asthma in Older Adults,371.36,444.51
2010,SARATOGA,PQI_05,Chronic Obstructive Pulmonary Disease (COPD) or Asthma in Older Adults,355.41,411.29
2011,SARATOGA,PQI_05,Chronic Obstructive Pulmonary Disease (COPD) or Asthma in Older Adults,382.36,414.26
2012,SARATOGA,PQI_05,Chronic Obstructive Pulmonary Disease (COPD) or Asthma in Older Adults,272.8,388.63
2009,SARATOGA,PQI_07,Hypertension,21.12,42.57
2010,SARATOGA,PQI_07,Hypertension,24.42,42.68
2011,SARATOGA,PQI_07,Hypertension,23.21,44.44
2012,SARATOGA,PQI_07,Hypertension,19.03,44.22
2009,SARATOGA,PQI_08,Heart Failure,344.85,290.51
2010,SARATOGA,PQI_08,Heart Failure,264.77,261.8
2012,SARATOGA,PQI_08,Heart Failure,202.62,246.73
2009,SARATOGA,PQI_10,Dehydration,125.07,126.72
2010,SARATOGA,PQI_10,Dehydration,121,112.31
2011,SARATOGA,PQI_10,Dehydration,109.89,113.63
2012,SARATOGA,PQI_10,Dehydration,84.26,104.17
2009,SARATOGA,PQI_11,Bacterial Pneumonia,249.7,258.5
2010,SARATOGA,PQI_11,Bacterial Pneumonia,232.21,225.72
2011,SARATOGA,PQI_11,Bacterial Pneumonia,259.82,242.88
2012,SARATOGA,PQI_11,Bacterial Pneumonia,210.76,216.59
2009,SARATOGA,PQI_12,Urinary Tract Infection,142.78,139.92
2010,SARATOGA,PQI_12,Urinary Tract Infection,151.25,140.69
2011,SARATOGA,PQI_12,Urinary Tract Infection,129.58,143.33
2012,SARATOGA,PQI_12,Urinary Tract Infection,105.05,137.94
2009,SARATOGA,PQI_13,Angina Without Procedure,8.8,25.08
2010,SARATOGA,PQI_13,Angina Without Procedure,12.76,20.79
2011,SARATOGA,PQI_13,Angina Without Procedure,13.97,18.59
2012,SARATOGA,PQI_13,Angina Without Procedure,11,16.61
2009,SARATOGA,PQI_14,Uncontrolled Diabetes,7.04,18.15
2010,SARATOGA,PQI_14,Uncontrolled Diabetes,8.14,15.95
2011,SARATOGA,PQI_14,Uncontrolled Diabetes,8.69,15.07
2012,SARATOGA,PQI_14,Uncontrolled Diabetes,5.17,14.63
2009,SARATOGA,PQI_15,Asthma in Younger Adults,51.7,56.43
2010,SARATOGA,PQI_15,Asthma in Younger Adults,20.13,45.1
2011,SARATOGA,PQI_15,Asthma in Younger Adults,25.52,44.44
2012,SARATOGA,PQI_15,Asthma in Younger Adults,21.67,45.76
2009,SARATOGA,PQI_16,Lower-Extremity Amputation among Patients with Diabetes,8.25,10.78
2010,SARATOGA,PQI_16,Lower-Extremity Amputation among Patients with Diabetes,7.59,10.12
2011,SARATOGA,PQI_16,Lower-Extremity Amputation among Patients with Diabetes,9.35,10.89
2012,SARATOGA,PQI_16,Lower-Extremity Amputation among Patients with Diabetes,13.31,10.89
2009,SARATOGA,PQI_90,Prevention Quality Overall Composite,1258.18,1341.67
2010,SARATOGA,PQI_90,Prevention Quality Overall Composite,1160.83,1235.08
2011,SARATOGA,PQI_90,Prevention Quality Overall Composite,1206.48,1277.32
2012,SARATOGA,PQI_90,Prevention Quality Overall Composite,926.75,1197.46
2009,SARATOGA,PQI_91,Prevention Quality Acute Composite,517.55,525.25
2010,SARATOGA,PQI_91,Prevention Quality Acute Composite,504.46,478.72
2011,SARATOGA,PQI_91,Prevention Quality Acute Composite,499.18,499.84
2012,SARATOGA,PQI_91,Prevention Quality Acute Composite,400.18,458.59
2009,SARATOGA,PQI_92,Prevention Quality Chronic Composite,740.74,816.42
2010,SARATOGA,PQI_92,Prevention Quality Chronic Composite,656.37,756.36
2011,SARATOGA,PQI_92,Prevention Quality Chronic Composite,707.3,777.48
2012,SARATOGA,PQI_92,Prevention Quality Chronic Composite,526.57,738.87
2009,SARATOGA,PQI_S01,Prevention Quality All Diabetes Composite,115.72,159.39
2010,SARATOGA,PQI_S01,Prevention Quality All Diabetes Composite,125.07,157.63
2011,SARATOGA,PQI_S01,Prevention Quality All Diabetes Composite,134.86,164.67
2012,SARATOGA,PQI_S01,Prevention Quality All Diabetes Composite,108.02,161.37
2009,SARATOGA,PQI_S02,Prevention Quality All Circulatory Composite,374.77,358.16
2010,SARATOGA,PQI_S02,Prevention Quality All Circulatory Composite,301.95,325.27
2011,SARATOGA,PQI_S02,Prevention Quality All Circulatory Composite,312.07,325.05
2012,SARATOGA,PQI_S02,Prevention Quality All Circulatory Composite,232.65,307.56
2009,SARATOGA,PQI_S03,Prevention Quality All Respiratory Composite,251.46,298.87
2010,SARATOGA,PQI_S03,Prevention Quality All Respiratory Composite,229.24,273.46
2011,SARATOGA,PQI_S03,Prevention Quality All Respiratory Composite,260.37,287.76
2012,SARATOGA,PQI_S03,Prevention Quality All Respiratory Composite,185.9,270.05
2009,SCHENECTADY,PQI_01,Diabetes Short-term Complications,60.61,45.87
2010,SCHENECTADY,PQI_01,Diabetes Short-term Complications,63.58,46.42
2011,SCHENECTADY,PQI_01,Diabetes Short-term Complications,80.52,50.27
2012,SCHENECTADY,PQI_01,Diabetes Short-term Complications,72.82,59.84
2009,SCHENECTADY,PQI_03,Diabetes Long-term Complications,80.3,122.76
2010,SCHENECTADY,PQI_03,Diabetes Long-term Complications,82.28,120.67
2011,SCHENECTADY,PQI_03,Diabetes Long-term Complications,66.77,123.31
2012,SCHENECTADY,PQI_03,Diabetes Long-term Complications,67.76,135.52
2009,SCHENECTADY,PQI_05,Chronic Obstructive Pulmonary Disease (COPD) or Asthma in Older Adults,477.07,528.44
2010,SCHENECTADY,PQI_05,Chronic Obstructive Pulmonary Disease (COPD) or Asthma in Older Adults,543.29,489.83
2011,SCHENECTADY,PQI_05,Chronic Obstructive Pulmonary Disease (COPD) or Asthma in Older Adults,431.53,493.35
2012,SCHENECTADY,PQI_05,Chronic Obstructive Pulmonary Disease (COPD) or Asthma in Older Adults,426.91,514.36
2009,SCHENECTADY,PQI_07,Hypertension,34.98,61.49
2010,SCHENECTADY,PQI_07,Hypertension,33.11,60.94
2011,SCHENECTADY,PQI_07,Hypertension,38.5,61.38
2012,SCHENECTADY,PQI_07,Hypertension,43.56,71.28
2009,SCHENECTADY,PQI_08,Heart Failure,486.09,416.24
2010,SCHENECTADY,PQI_08,Heart Failure,444.4,372.24
2011,SCHENECTADY,PQI_08,Heart Failure,489.06,356.07
2012,SCHENECTADY,PQI_08,Heart Failure,397.54,375.1
2009,SCHENECTADY,PQI_10,Dehydration,162.36,158.84
2010,SCHENECTADY,PQI_10,Dehydration,119.57,140.36
2011,SCHENECTADY,PQI_10,Dehydration,137.94,137.5
2012,SCHENECTADY,PQI_10,Dehydration,128.04,136.4
2009,SCHENECTADY,PQI_11,Bacterial Pneumonia,325.49,323.84
2010,SCHENECTADY,PQI_11,Bacterial Pneumonia,326.48,283.36
2011,SCHENECTADY,PQI_11,Bacterial Pneumonia,349.47,291.61
2012,SCHENECTADY,PQI_11,Bacterial Pneumonia,280.39,286.66
2009,SCHENECTADY,PQI_12,Urinary Tract Infection,157.19,191.07
2010,SCHENECTADY,PQI_12,Urinary Tract Infection,172.15,190.3
2011,SCHENECTADY,PQI_12,Urinary Tract Infection,145.64,187.44
2012,SCHENECTADY,PQI_12,Urinary Tract Infection,140.58,199.43
2009,SCHENECTADY,PQI_13,Angina Without Procedure,7.7,29.81
2010,SCHENECTADY,PQI_13,Angina Without Procedure,11,24.64
2011,SCHENECTADY,PQI_13,Angina Without Procedure,9.46,21.34
2012,SCHENECTADY,PQI_13,Angina Without Procedure,12.54,21.89
2009,SCHENECTADY,PQI_14,Uncontrolled Diabetes,17.93,25.3
2010,SCHENECTADY,PQI_14,Uncontrolled Diabetes,15.29,21.89
2011,SCHENECTADY,PQI_14,Uncontrolled Diabetes,8.58,20.35
2012,SCHENECTADY,PQI_14,Uncontrolled Diabetes,12.54,23.43
2009,SCHENECTADY,PQI_15,Asthma in Younger Adults,72.16,74.58
2010,SCHENECTADY,PQI_15,Asthma in Younger Adults,42.79,59.84
2011,SCHENECTADY,PQI_15,Asthma in Younger Adults,48.84,59.51
2012,SCHENECTADY,PQI_15,Asthma in Younger Adults,40.48,72.49
2009,SCHENECTADY,PQI_16,Lower-Extremity Amputation among Patients with Diabetes,11.11,13.09
2010,SCHENECTADY,PQI_16,Lower-Extremity Amputation among Patients with Diabetes,17.82,12.32
2011,SCHENECTADY,PQI_16,Lower-Extremity Amputation among Patients with Diabetes,13.75,12.76
2012,SCHENECTADY,PQI_16,Lower-Extremity Amputation among Patients with Diabetes,4.18,14.74
2009,SCHENECTADY,PQI_90,Prevention Quality Overall Composite,1674.42,1749.77
2010,SCHENECTADY,PQI_90,Prevention Quality Overall Composite,1643.73,1603.69
2011,SCHENECTADY,PQI_90,Prevention Quality Overall Composite,1633.28,1596.87
2012,SCHENECTADY,PQI_90,Prevention Quality Overall Composite,1448.59,1676.4
2009,SCHENECTADY,PQI_91,Prevention Quality Acute Composite,645.04,673.75
2010,SCHENECTADY,PQI_91,Prevention Quality Acute Composite,618.31,613.91
2011,SCHENECTADY,PQI_91,Prevention Quality Acute Composite,632.94,616.55
2012,SCHENECTADY,PQI_91,Prevention Quality Acute Composite,549.01,622.6
2009,SCHENECTADY,PQI_92,Prevention Quality Chronic Composite,1029.38,1076.13
2010,SCHENECTADY,PQI_92,Prevention Quality Chronic Composite,1025.42,989.78
2011,SCHENECTADY,PQI_92,Prevention Quality Chronic Composite,1000.34,980.32
2012,SCHENECTADY,PQI_92,Prevention Quality Chronic Composite,899.69,1053.91
2009,SCHENECTADY,PQI_S01,Prevention Quality All Diabetes Composite,167.42,201.3
2010,SCHENECTADY,PQI_S01,Prevention Quality All Diabetes Composite,172.15,195.8
2011,SCHENECTADY,PQI_S01,Prevention Quality All Diabetes Composite,166.21,200.53
2012,SCHENECTADY,PQI_S01,Prevention Quality All Diabetes Composite,154.77,226.6
2009,SCHENECTADY,PQI_S02,Prevention Quality All Circulatory Composite,528.77,507.65
2010,SCHENECTADY,PQI_S02,Prevention Quality All Circulatory Composite,488.51,457.71
2011,SCHENECTADY,PQI_S02,Prevention Quality All Circulatory Composite,537.02,438.79
2012,SCHENECTADY,PQI_S02,Prevention Quality All Circulatory Composite,453.64,468.27
2009,SCHENECTADY,PQI_S03,Prevention Quality All Respiratory Composite,333.19,367.18
2010,SCHENECTADY,PQI_S03,Prevention Quality All Respiratory Composite,364.65,336.38
2011,SCHENECTADY,PQI_S03,Prevention Quality All Respiratory Composite,297.22,341.11
2012,SCHENECTADY,PQI_S03,Prevention Quality All Respiratory Composite,291.28,359.15
2009,SCHOHARIE,PQI_01,Diabetes Short-term Complications,27.17,39.05
2010,SCHOHARIE,PQI_01,Diabetes Short-term Complications,31.24,39.93
2011,SCHOHARIE,PQI_01,Diabetes Short-term Complications,32.34,42.79
2012,SCHOHARIE,PQI_01,Diabetes Short-term Complications,49.72,43.89
2009,SCHOHARIE,PQI_03,Diabetes Long-term Complications,93.06,99.99
2010,SCHOHARIE,PQI_03,Diabetes Long-term Complications,77.99,99.33
2011,SCHOHARIE,PQI_03,Diabetes Long-term Complications,60.5,104.17
2012,SCHOHARIE,PQI_03,Diabetes Long-term Complications,76.45,99.66
2009,SCHOHARIE,PQI_05,Chronic Obstructive Pulmonary Disease (COPD) or Asthma in Older Adults,657.69,483.34
2010,SCHOHARIE,PQI_05,Chronic Obstructive Pulmonary Disease (COPD) or Asthma in Older Adults,576.07,447.37
2011,SCHOHARIE,PQI_05,Chronic Obstructive Pulmonary Disease (COPD) or Asthma in Older Adults,446.27,440.77
2012,SCHOHARIE,PQI_05,Chronic Obstructive Pulmonary Disease (COPD) or Asthma in Older Adults,580.25,411.73
2009,SCHOHARIE,PQI_07,Hypertension,15.51,43.34
2010,SCHOHARIE,PQI_07,Hypertension,7.81,43.23
2011,SCHOHARIE,PQI_07,Hypertension,16.17,44.33
2012,SCHOHARIE,PQI_07,Hypertension,19.14,44.99
2009,SCHOHARIE,PQI_08,Heart Failure,321.97,345.95
2010,SCHOHARIE,PQI_08,Heart Failure,370.37,306.02
2011,SCHOHARIE,PQI_08,Heart Failure,290.62,291.61
2012,SCHOHARIE,PQI_08,Heart Failure,225.61,278.63
2009,SCHOHARIE,PQI_10,Dehydration,69.85,143.77
2010,SCHOHARIE,PQI_10,Dehydration,74.03,125.18
2011,SCHOHARIE,PQI_10,Dehydration,64.57,123.31
2012,SCHOHARIE,PQI_10,Dehydration,45.87,113.74
2009,SCHOHARIE,PQI_11,Bacterial Pneumonia,430.54,293.15
2010,SCHOHARIE,PQI_11,Bacterial Pneumonia,436.59,254.43
2011,SCHOHARIE,PQI_11,Bacterial Pneumonia,351.23,264.99
2012,SCHOHARIE,PQI_11,Bacterial Pneumonia,332.64,239.25
2009,SCHOHARIE,PQI_12,Urinary Tract Infection,128.04,161.26
2010,SCHOHARIE,PQI_12,Urinary Tract Infection,124.74,159.17
2011,SCHOHARIE,PQI_12,Urinary Tract Infection,60.5,155.21
2012,SCHOHARIE,PQI_12,Urinary Tract Infection,88,151.03
2009,SCHOHARIE,PQI_13,Angina Without Procedure,23.32,25.74
2010,SCHOHARIE,PQI_13,Angina Without Procedure,27.28,21.01
2011,SCHOHARIE,PQI_13,Angina Without Procedure,36.3,18.92
2012,SCHOHARIE,PQI_13,Angina Without Procedure,22.99,17.16
2009,SCHOHARIE,PQI_14,Uncontrolled Diabetes,7.81,17.82
2010,SCHOHARIE,PQI_14,Uncontrolled Diabetes,27.28,15.84
2011,SCHOHARIE,PQI_14,Uncontrolled Diabetes,12.1,14.85
2012,SCHOHARIE,PQI_14,Uncontrolled Diabetes,7.7,14.41
2009,SCHOHARIE,PQI_15,Asthma in Younger Adults,93.06,55.22
2010,SCHOHARIE,PQI_15,Asthma in Younger Adults,20.68,43.56
2011,SCHOHARIE,PQI_15,Asthma in Younger Adults,0,43.01
2012,SCHOHARIE,PQI_15,Asthma in Younger Adults,22.88,43.56
2009,SCHOHARIE,PQI_16,Lower-Extremity Amputation among Patients with Diabetes,3.85,11.55
2010,SCHOHARIE,PQI_16,Lower-Extremity Amputation among Patients with Diabetes,3.85,10.78
2011,SCHOHARIE,PQI_16,Lower-Extremity Amputation among Patients with Diabetes,12.1,11.55
2012,SCHOHARIE,PQI_16,Lower-Extremity Amputation among Patients with Diabetes,11.44,11.66
2009,SCHOHARIE,PQI_90,Prevention Quality Overall Composite,1563.1,1499.41
2010,SCHOHARIE,PQI_90,Prevention Quality Overall Composite,1547.59,1364.99
2011,SCHOHARIE,PQI_90,Prevention Quality Overall Composite,1227.16,1371.59
2012,SCHOHARIE,PQI_90,Prevention Quality Overall Composite,1269.51,1297.34
2009,SCHOHARIE,PQI_91,Prevention Quality Acute Composite,628.32,598.18
2010,SCHOHARIE,PQI_91,Prevention Quality Acute Composite,635.36,538.78
2011,SCHOHARIE,PQI_91,Prevention Quality Acute Composite,476.3,543.51
2012,SCHOHARIE,PQI_91,Prevention Quality Acute Composite,466.51,504.13
2009,SCHOHARIE,PQI_92,Prevention Quality Chronic Composite,934.78,901.23
2010,SCHOHARIE,PQI_92,Prevention Quality Chronic Composite,912.12,826.32
2011,SCHOHARIE,PQI_92,Prevention Quality Chronic Composite,750.86,828.08
2012,SCHOHARIE,PQI_92,Prevention Quality Chronic Composite,803,793.32
2009,SCHOHARIE,PQI_S01,Prevention Quality All Diabetes Composite,128.04,163.35
2010,SCHOHARIE,PQI_S01,Prevention Quality All Diabetes Composite,140.36,161.04
2011,SCHOHARIE,PQI_S01,Prevention Quality All Diabetes Composite,113.08,167.64
2012,SCHOHARIE,PQI_S01,Prevention Quality All Diabetes Composite,141.46,163.9
2009,SCHOHARIE,PQI_S02,Prevention Quality All Circulatory Composite,360.69,415.14
2010,SCHOHARIE,PQI_S02,Prevention Quality All Circulatory Composite,405.46,370.26
2011,SCHOHARIE,PQI_S02,Prevention Quality All Circulatory Composite,343.09,354.97
2012,SCHOHARIE,PQI_S02,Prevention Quality All Circulatory Composite,267.63,340.78
2009,SCHOHARIE,PQI_S03,Prevention Quality All Respiratory Composite,446.05,322.85
2010,SCHOHARIE,PQI_S03,Prevention Quality All Respiratory Composite,366.41,295.02
2011,SCHOHARIE,PQI_S03,Prevention Quality All Respiratory Composite,294.69,305.58
2012,SCHOHARIE,PQI_S03,Prevention Quality All Respiratory Composite,393.91,288.64
2009,SENECA,PQI_01,Diabetes Short-term Complications,51.04,44.11
2010,SENECA,PQI_01,Diabetes Short-term Complications,51.15,44.66
2011,SENECA,PQI_01,Diabetes Short-term Complications,48.51,47.85
2012,SENECA,PQI_01,Diabetes Short-term Complications,113.63,48.18
2009,SENECA,PQI_03,Diabetes Long-term Complications,65.67,102.41
2010,SENECA,PQI_03,Diabetes Long-term Complications,51.15,101.09
2011,SENECA,PQI_03,Diabetes Long-term Complications,52.25,107.58
2012,SENECA,PQI_03,Diabetes Long-term Complications,71.06,100.54
2009,SENECA,PQI_05,Chronic Obstructive Pulmonary Disease (COPD) or Asthma in Older Adults,232.32,493.79
2010,SENECA,PQI_05,Chronic Obstructive Pulmonary Disease (COPD) or Asthma in Older Adults,319.66,457.27
2011,SENECA,PQI_05,Chronic Obstructive Pulmonary Disease (COPD) or Asthma in Older Adults,387.09,463.1
2012,SENECA,PQI_05,Chronic Obstructive Pulmonary Disease (COPD) or Asthma in Older Adults,300.19,427.35
2009,SENECA,PQI_07,Hypertension,25.52,47.85
2010,SENECA,PQI_07,Hypertension,18.26,47.3
2011,SENECA,PQI_07,Hypertension,18.59,49.39
2012,SENECA,PQI_07,Hypertension,21.34,48.18
2009,SENECA,PQI_08,Heart Failure,335.61,353.43
2010,SENECA,PQI_08,Heart Failure,302.94,317.13
2011,SENECA,PQI_08,Heart Failure,357.94,312.73
2012,SENECA,PQI_08,Heart Failure,280.61,289.96
2009,SENECA,PQI_10,Dehydration,94.82,143.66
2010,SENECA,PQI_10,Dehydration,98.56,126.83
2011,SENECA,PQI_10,Dehydration,137.94,127.6
2012,SENECA,PQI_10,Dehydration,102.96,115.94
2009,SENECA,PQI_11,Bacterial Pneumonia,361.13,293.04
2010,SENECA,PQI_11,Bacterial Pneumonia,284.68,255.75
2011,SENECA,PQI_11,Bacterial Pneumonia,246.07,272.58
2012,SENECA,PQI_11,Bacterial Pneumonia,216.7,243.1
2009,SENECA,PQI_12,Urinary Tract Infection,153.23,162.69
2010,SENECA,PQI_12,Urinary Tract Infection,164.23,163.13
2011,SENECA,PQI_12,Urinary Tract Infection,182.71,164.78
2012,SENECA,PQI_12,Urinary Tract Infection,181.17,156.75
2009,SENECA,PQI_13,Angina Without Procedure,25.52,25.74
2010,SENECA,PQI_13,Angina Without Procedure,7.26,21.01
2011,SENECA,PQI_13,Angina Without Procedure,11.22,19.25
2012,SENECA,PQI_13,Angina Without Procedure,7.15,17.05
2009,SENECA,PQI_14,Uncontrolled Diabetes,3.63,19.8
2010,SENECA,PQI_14,Uncontrolled Diabetes,11,17.6
2011,SENECA,PQI_14,Uncontrolled Diabetes,7.48,16.61
2012,SENECA,PQI_14,Uncontrolled Diabetes,10.67,15.51
2009,SENECA,PQI_15,Asthma in Younger Adults,36.19,63.91
2010,SENECA,PQI_15,Asthma in Younger Adults,44.88,51.04
2011,SENECA,PQI_15,Asthma in Younger Adults,39.93,50.27
2012,SENECA,PQI_15,Asthma in Younger Adults,28.6,50.16
2009,SENECA,PQI_16,Lower-Extremity Amputation among Patients with Diabetes,10.89,11.22
2010,SENECA,PQI_16,Lower-Extremity Amputation among Patients with Diabetes,7.26,10.45
2011,SENECA,PQI_16,Lower-Extremity Amputation among Patients with Diabetes,7.48,11.44
2012,SENECA,PQI_16,Lower-Extremity Amputation among Patients with Diabetes,17.71,11.33
2009,SENECA,PQI_90,Prevention Quality Overall Composite,1273.03,1519.21
2010,SENECA,PQI_90,Prevention Quality Overall Composite,1200.87,1392.38
2011,SENECA,PQI_90,Prevention Quality Overall Composite,1327.37,1432.97
2012,SENECA,PQI_90,Prevention Quality Overall Composite,1214.84,1327.7
2009,SENECA,PQI_91,Prevention Quality Acute Composite,609.18,599.39
2010,SENECA,PQI_91,Prevention Quality Acute Composite,547.58,545.71
2011,SENECA,PQI_91,Prevention Quality Acute Composite,566.72,564.96
2012,SENECA,PQI_91,Prevention Quality Acute Composite,500.83,515.79
2009,SENECA,PQI_92,Prevention Quality Chronic Composite,663.85,919.82
2010,SENECA,PQI_92,Prevention Quality Chronic Composite,653.4,846.78
2011,SENECA,PQI_92,Prevention Quality Chronic Composite,760.65,868.01
2012,SENECA,PQI_92,Prevention Quality Chronic Composite,714.01,811.91
2009,SENECA,PQI_S01,Prevention Quality All Diabetes Composite,123.97,172.59
2010,SENECA,PQI_S01,Prevention Quality All Diabetes Composite,116.82,169.18
2011,SENECA,PQI_S01,Prevention Quality All Diabetes Composite,115.61,177.98
2012,SENECA,PQI_S01,Prevention Quality All Diabetes Composite,206.03,169.95
2009,SENECA,PQI_S02,Prevention Quality All Circulatory Composite,386.65,427.02
2010,SENECA,PQI_S02,Prevention Quality All Circulatory Composite,328.57,385.44
2011,SENECA,PQI_S02,Prevention Quality All Circulatory Composite,387.75,381.26
2012,SENECA,PQI_S02,Prevention Quality All Circulatory Composite,308.99,355.3
2011,TIOGA,PQI_08,Heart Failure,192.61,295.13
2009,SENECA,PQI_S03,Prevention Quality All Respiratory Composite,153.23,320.32
2010,SENECA,PQI_S03,Prevention Quality All Respiratory Composite,208.01,292.27
2011,SENECA,PQI_S03,Prevention Quality All Respiratory Composite,257.29,308.77
2012,SENECA,PQI_S03,Prevention Quality All Respiratory Composite,198.88,286.66
2009,ST LAWRENCE,PQI_01,Diabetes Short-term Complications,68.86,42.35
2010,ST LAWRENCE,PQI_01,Diabetes Short-term Complications,73.37,43.01
2011,ST LAWRENCE,PQI_01,Diabetes Short-term Complications,85.25,45.98
2012,ST LAWRENCE,PQI_01,Diabetes Short-term Complications,77.33,48.18
2009,ST LAWRENCE,PQI_03,Diabetes Long-term Complications,119.35,92.07
2010,ST LAWRENCE,PQI_03,Diabetes Long-term Complications,111.21,91.63
2011,ST LAWRENCE,PQI_03,Diabetes Long-term Complications,105.16,95.7
2012,ST LAWRENCE,PQI_03,Diabetes Long-term Complications,103.51,93.83
2009,ST LAWRENCE,PQI_05,Chronic Obstructive Pulmonary Disease (COPD) or Asthma in Older Adults,1044.12,479.6
2010,ST LAWRENCE,PQI_05,Chronic Obstructive Pulmonary Disease (COPD) or Asthma in Older Adults,852.61,447.04
2011,ST LAWRENCE,PQI_05,Chronic Obstructive Pulmonary Disease (COPD) or Asthma in Older Adults,851.18,440.11
